date,open,high,low,close
10/03/2020 12:40,6.1201,6.1209,6.1169,6.1205
10/03/2020 12:50,6.1205,6.1242,6.1164,6.1238
10/03/2020 13:00,6.1238,6.1259,6.1165,6.1221
10/03/2020 13:10,6.1221,6.1266,6.1176,6.1214
10/03/2020 13:20,6.1214,6.1272,6.121,6.1216
10/03/2020 13:30,6.1216,6.1216,6.1167,6.1168
10/03/2020 13:40,6.1168,6.1201,6.113,6.1159
10/03/2020 13:50,6.1159,6.1203,6.1135,6.12
10/03/2020 14:00,6.12,6.127,6.116,6.127
10/03/2020 14:10,6.127,6.13,6.1216,6.1248
10/03/2020 14:20,6.1248,6.1264,6.121,6.1252
10/03/2020 14:30,6.1252,6.1281,6.1234,6.1279
10/03/2020 14:40,6.1279,6.1284,6.1262,6.1272
10/03/2020 14:50,6.1272,6.1359,6.1229,6.1359
10/03/2020 15:00,6.1359,6.1435,6.1285,6.1355
10/03/2020 15:10,6.1355,6.1387,6.1291,6.1367
10/03/2020 15:20,6.1367,6.1373,6.1312,6.136
10/03/2020 15:30,6.136,6.136,6.1311,6.1352
10/03/2020 15:40,6.1352,6.1364,6.1308,6.1358
10/03/2020 15:50,6.1358,6.1471,6.1339,6.1445
10/03/2020 16:00,6.1445,6.1486,6.1343,6.1344
10/03/2020 16:10,6.1345,6.1409,6.1313,6.1389
10/03/2020 16:20,6.1389,6.1414,6.1368,6.1404
10/03/2020 16:30,6.1404,6.1449,6.1394,6.1415
10/03/2020 16:40,6.1415,6.1567,6.1415,6.1542
10/03/2020 16:50,6.1543,6.1633,6.1534,6.1604
10/03/2020 17:00,6.1604,6.1629,6.1545,6.1561
10/03/2020 17:10,6.1561,6.1634,6.1559,6.162
10/03/2020 17:20,6.162,6.1662,6.1617,6.163
10/03/2020 17:30,6.163,6.1635,6.1613,6.1624
10/03/2020 17:40,6.1624,6.1628,6.1474,6.149
10/03/2020 17:50,6.149,6.1515,6.1461,6.1486
10/03/2020 18:00,6.1486,6.149,6.1418,6.1486
10/03/2020 18:10,6.1486,6.1488,6.1385,6.1392
10/03/2020 18:20,6.1392,6.1484,6.1391,6.148
10/03/2020 18:30,6.148,6.1502,6.1432,6.145
10/03/2020 18:40,6.145,6.1503,6.145,6.1502
10/03/2020 18:50,6.1502,6.153,6.1496,6.1525
10/03/2020 19:00,6.1525,6.1536,6.1476,6.1484
10/03/2020 19:10,6.1484,6.1493,6.1475,6.1484
10/03/2020 19:20,6.1484,6.1485,6.1412,6.1413
10/03/2020 19:30,6.1413,6.1417,6.1308,6.1311
10/03/2020 19:40,6.1312,6.1327,6.1283,6.1299
10/03/2020 19:50,6.1299,6.1329,6.1284,6.1319
10/03/2020 20:00,6.1318,6.1328,6.1282,6.1295
10/03/2020 20:10,6.1295,6.1329,6.1286,6.1311
10/03/2020 20:20,6.131,6.135,6.1296,6.1331
10/03/2020 20:30,6.133,6.1346,6.1329,6.1342
10/03/2020 20:40,6.1342,6.135,6.1326,6.1329
10/03/2020 20:50,6.1329,6.1467,6.1326,6.1424
10/03/2020 21:00,6.1424,6.1427,6.14,6.1407
10/03/2020 21:10,6.1407,6.1467,6.1391,6.1422
10/03/2020 21:20,6.142,6.143,6.139,6.1425
10/03/2020 21:30,6.1425,6.1427,6.1417,6.1423
10/03/2020 21:40,6.1423,6.1433,6.1409,6.1431
10/03/2020 21:50,6.1431,6.1575,6.1425,6.1575
10/03/2020 22:00,6.1575,6.1597,6.1564,6.1593
10/03/2020 22:10,6.1593,6.164,6.1588,6.1622
10/03/2020 22:20,6.1622,6.1629,6.159,6.1591
10/03/2020 22:30,6.1591,6.1612,6.1579,6.1586
10/03/2020 22:40,6.1586,6.1596,6.1586,6.1596
10/03/2020 22:50,6.1596,6.1601,6.1561,6.1574
10/03/2020 23:00,6.1574,6.1589,6.1553,6.1573
10/03/2020 23:10,6.1576,6.168,6.1563,6.1672
10/03/2020 23:20,6.1675,6.1689,6.1668,6.1678
10/03/2020 23:30,6.1676,6.1732,6.1665,6.1721
10/03/2020 23:40,6.1721,6.1782,6.1704,6.1755
10/03/2020 23:50,6.1757,6.1821,6.1732,6.1763
11/03/2020 00:00,6.1763,6.1784,6.1759,6.1767
11/03/2020 00:10,6.1767,6.178,6.1766,6.178
11/03/2020 00:20,6.178,6.1788,6.175,6.1774
11/03/2020 00:30,6.1774,6.1788,6.1765,6.1781
11/03/2020 00:40,6.1783,6.1786,6.1728,6.1745
11/03/2020 00:50,6.1746,6.1747,6.1728,6.1743
11/03/2020 01:00,6.1743,6.1783,6.1727,6.1766
11/03/2020 01:10,6.1768,6.1792,6.175,6.1771
11/03/2020 01:20,6.1771,6.179,6.1738,6.1743
11/03/2020 01:30,6.1743,6.1789,6.1743,6.1758
11/03/2020 01:40,6.1758,6.1762,6.1724,6.1725
11/03/2020 01:50,6.1725,6.174,6.1718,6.174
11/03/2020 02:00,6.174,6.1747,6.1734,6.1735
11/03/2020 02:10,6.1735,6.1744,6.172,6.1725
11/03/2020 02:20,6.1725,6.174,6.1723,6.1735
11/03/2020 02:30,6.1735,6.1742,6.1721,6.1736
11/03/2020 02:40,6.1736,6.1746,6.1718,6.172
11/03/2020 02:50,6.172,6.1734,6.1714,6.1726
11/03/2020 03:00,6.1726,6.1749,6.172,6.1729
11/03/2020 03:10,6.1729,6.1751,6.1716,6.1717
11/03/2020 03:20,6.1717,6.1749,6.1712,6.172
11/03/2020 03:30,6.172,6.1744,6.1716,6.1726
11/03/2020 03:40,6.1726,6.1738,6.1712,6.1725
11/03/2020 03:50,6.1725,6.174,6.1712,6.1722
11/03/2020 04:00,6.1722,6.1728,6.1717,6.1721
11/03/2020 04:10,6.1721,6.1732,6.1714,6.1722
11/03/2020 04:20,6.1722,6.1745,6.1711,6.1725
11/03/2020 04:30,6.1725,6.1745,6.1705,6.1715
11/03/2020 04:40,6.1715,6.1728,6.1662,6.1662
11/03/2020 04:50,6.1662,6.169,6.1657,6.1666
11/03/2020 05:00,6.1666,6.1673,6.1643,6.1665
11/03/2020 05:10,6.1665,6.1675,6.1604,6.1611
11/03/2020 05:20,6.1611,6.1627,6.1603,6.1619
11/03/2020 05:30,6.1619,6.1627,6.1558,6.1564
11/03/2020 05:40,6.1564,6.1569,6.1556,6.1562
11/03/2020 05:50,6.1562,6.1576,6.1535,6.1559
11/03/2020 06:00,6.1561,6.1587,6.1539,6.1557
11/03/2020 06:10,6.1557,6.1587,6.1536,6.1559
11/03/2020 06:20,6.1559,6.1561,6.1458,6.1464
11/03/2020 06:30,6.1464,6.1474,6.1453,6.1468
11/03/2020 06:40,6.1469,6.1477,6.1454,6.1467
11/03/2020 06:50,6.1467,6.1491,6.1428,6.1431
11/03/2020 07:00,6.1431,6.1431,6.14,6.1408
11/03/2020 07:10,6.1408,6.1467,6.1407,6.1462
11/03/2020 07:20,6.1462,6.1497,6.1422,6.1426
11/03/2020 07:30,6.1425,6.1442,6.1365,6.1368
11/03/2020 07:40,6.1368,6.1406,6.1362,6.1389
11/03/2020 07:50,6.1391,6.146,6.1383,6.1433
11/03/2020 08:00,6.1433,6.1491,6.1418,6.1456
11/03/2020 08:10,6.1456,6.1469,6.1446,6.1465
11/03/2020 08:20,6.1465,6.1469,6.1444,6.146
11/03/2020 08:30,6.146,6.147,6.1444,6.1457
11/03/2020 08:40,6.1457,6.1459,6.1432,6.1434
11/03/2020 08:50,6.1434,6.1458,6.143,6.1458
11/03/2020 09:00,6.1458,6.1461,6.1326,6.1327
11/03/2020 09:10,6.1327,6.1416,6.1322,6.1416
11/03/2020 09:20,6.1416,6.1453,6.1378,6.1425
11/03/2020 09:30,6.1426,6.1426,6.1387,6.1414
11/03/2020 09:40,6.1414,6.1417,6.1373,6.1384
11/03/2020 09:50,6.1384,6.1396,6.1375,6.1396
11/03/2020 10:00,6.1396,6.14,6.1328,6.139
11/03/2020 10:10,6.139,6.1415,6.1378,6.1415
11/03/2020 10:20,6.1415,6.1528,6.1415,6.1511
11/03/2020 10:30,6.1511,6.162,6.1502,6.1592
11/03/2020 10:40,6.1591,6.1606,6.1546,6.156
11/03/2020 10:50,6.156,6.1628,6.1555,6.1628
11/03/2020 11:00,6.1629,6.1711,6.1628,6.1698
11/03/2020 11:10,6.1698,6.1701,6.1636,6.1638
11/03/2020 11:20,6.1638,6.1656,6.1631,6.1637
11/03/2020 11:30,6.1637,6.165,6.1591,6.1592
11/03/2020 11:40,6.1592,6.1629,6.1583,6.1619
11/03/2020 11:50,6.1619,6.1712,6.1616,6.168
11/03/2020 12:00,6.168,6.1802,6.1678,6.1784
11/03/2020 12:10,6.1784,6.1784,6.1683,6.1683
11/03/2020 12:20,6.1683,6.1744,6.1665,6.171
11/03/2020 12:30,6.171,6.1712,6.1658,6.1687
11/03/2020 12:40,6.1687,6.1713,6.1663,6.1665
11/03/2020 12:50,6.1665,6.1706,6.1662,6.1684
11/03/2020 13:00,6.1684,6.1684,6.1667,6.1676
11/03/2020 13:10,6.1676,6.1693,6.1664,6.1666
11/03/2020 13:20,6.1666,6.1681,6.1659,6.1678
11/03/2020 13:30,6.1677,6.1702,6.166,6.1692
11/03/2020 13:40,6.1692,6.1708,6.1685,6.1704
11/03/2020 13:50,6.1704,6.1759,6.1689,6.1759
11/03/2020 14:00,6.1759,6.1795,6.1739,6.1745
11/03/2020 14:10,6.1745,6.1762,6.1731,6.1752
11/03/2020 14:20,6.1752,6.1771,6.1687,6.17
11/03/2020 14:30,6.1701,6.176,6.1696,6.1735
11/03/2020 14:40,6.1734,6.2006,6.1733,6.1984
11/03/2020 14:50,6.1984,6.2024,6.1927,6.1927
11/03/2020 15:00,6.1927,6.2004,6.1919,6.1973
11/03/2020 15:10,6.1973,6.1986,6.1941,6.1955
11/03/2020 15:20,6.1955,6.1958,6.1883,6.1906
11/03/2020 15:30,6.1906,6.1913,6.1837,6.1865
11/03/2020 15:40,6.1865,6.1934,6.1865,6.1927
11/03/2020 15:50,6.1927,6.1933,6.1883,6.1912
11/03/2020 16:00,6.1912,6.1936,6.1864,6.1933
11/03/2020 16:10,6.1933,6.1963,6.1912,6.1953
11/03/2020 16:20,6.1953,6.1993,6.1949,6.1989
11/03/2020 16:30,6.1989,6.2022,6.1985,6.2003
11/03/2020 16:40,6.2004,6.2011,6.1983,6.1988
11/03/2020 16:50,6.1988,6.2016,6.196,6.1986
11/03/2020 17:00,6.1986,6.1996,6.1945,6.1958
11/03/2020 17:10,6.1958,6.1989,6.1939,6.1988
11/03/2020 17:20,6.1988,6.1993,6.1938,6.1939
11/03/2020 17:30,6.1939,6.1962,6.1927,6.1942
11/03/2020 17:40,6.1942,6.1953,6.1915,6.1946
11/03/2020 17:50,6.1946,6.1987,6.1945,6.1973
11/03/2020 18:00,6.1974,6.2,6.1974,6.1989
11/03/2020 18:10,6.1989,6.2,6.1919,6.1929
11/03/2020 18:20,6.1929,6.1955,6.1883,6.1938
11/03/2020 18:30,6.1938,6.1971,6.1936,6.1964
11/03/2020 18:40,6.1963,6.1974,6.1946,6.195
11/03/2020 18:50,6.195,6.1974,6.1943,6.1972
11/03/2020 19:00,6.1972,6.1992,6.1947,6.1952
11/03/2020 19:10,6.1952,6.1955,6.1941,6.1949
11/03/2020 19:20,6.1949,6.1949,6.1928,6.1929
11/03/2020 19:30,6.1929,6.1938,6.1921,6.1937
11/03/2020 19:40,6.1937,6.1959,6.1934,6.1957
11/03/2020 19:50,6.1957,6.1962,6.1943,6.1948
11/03/2020 20:00,6.1948,6.1976,6.1934,6.1951
11/03/2020 20:10,6.1951,6.2004,6.1944,6.1962
11/03/2020 20:20,6.1962,6.1971,6.1948,6.1971
11/03/2020 20:30,6.1971,6.2014,6.197,6.2001
11/03/2020 20:40,6.2001,6.2018,6.1975,6.2012
11/03/2020 20:50,6.2012,6.2038,6.2006,6.2038
11/03/2020 21:00,6.2038,6.2067,6.2028,6.2065
11/03/2020 21:10,6.2065,6.2085,6.2058,6.207
11/03/2020 21:20,6.207,6.2114,6.2037,6.204
11/03/2020 21:30,6.204,6.2042,6.1981,6.1982
11/03/2020 21:40,6.1982,6.1987,6.1957,6.1977
11/03/2020 21:50,6.1977,6.2033,6.1975,6.2032
11/03/2020 22:00,6.2032,6.2081,6.2015,6.2074
11/03/2020 22:10,6.2074,6.2083,6.2059,6.2073
11/03/2020 22:20,6.2073,6.2102,6.2069,6.2098
11/03/2020 22:30,6.2098,6.2104,6.2087,6.2089
11/03/2020 22:40,6.2089,6.21,6.2083,6.2096
11/03/2020 22:50,6.2096,6.212,6.208,6.2099
11/03/2020 23:00,6.2099,6.2201,6.2074,6.2116
11/03/2020 23:10,6.2116,6.2132,6.2101,6.2127
11/03/2020 23:20,6.2127,6.2137,6.2122,6.2128
11/03/2020 23:30,6.2127,6.2142,6.2121,6.2136
11/03/2020 23:40,6.2136,6.2142,6.212,6.2123
11/03/2020 23:50,6.2123,6.2129,6.2117,6.2122
12/03/2020 00:00,6.2122,6.2127,6.2117,6.2124
12/03/2020 00:10,6.2124,6.213,6.2114,6.2123
12/03/2020 00:20,6.2123,6.2138,6.2118,6.2129
12/03/2020 00:30,6.2129,6.213,6.2108,6.212
12/03/2020 00:40,6.212,6.2123,6.2107,6.2116
12/03/2020 00:50,6.2116,6.2121,6.2107,6.2116
12/03/2020 01:00,6.2117,6.2124,6.2106,6.2119
12/03/2020 01:10,6.2119,6.2126,6.2101,6.2123
12/03/2020 01:20,6.2123,6.2133,6.2108,6.2121
12/03/2020 01:30,6.2121,6.2125,6.2111,6.2118
12/03/2020 01:40,6.2118,6.2127,6.211,6.2118
12/03/2020 01:50,6.2119,6.2131,6.2111,6.2118
12/03/2020 02:00,6.2114,6.2125,6.211,6.2118
12/03/2020 02:10,6.2118,6.2125,6.2111,6.2121
12/03/2020 02:20,6.2121,6.2125,6.2109,6.2123
12/03/2020 02:30,6.2123,6.2133,6.211,6.2129
12/03/2020 02:40,6.213,6.2138,6.2123,6.2131
12/03/2020 02:50,6.2131,6.2134,6.2126,6.2129
12/03/2020 03:00,6.2129,6.2134,6.2122,6.213
12/03/2020 03:10,6.213,6.2147,6.209,6.2146
12/03/2020 03:20,6.2146,6.2157,6.2121,6.2142
12/03/2020 03:30,6.2142,6.2144,6.2118,6.2142
12/03/2020 03:40,6.2142,6.2148,6.2116,6.2117
12/03/2020 03:50,6.2117,6.2125,6.2115,6.2123
12/03/2020 04:00,6.2123,6.2155,6.2117,6.2142
12/03/2020 04:10,6.2142,6.2156,6.2139,6.2143
12/03/2020 04:20,6.2143,6.2149,6.2132,6.2143
12/03/2020 04:30,6.2143,6.2147,6.2132,6.2137
12/03/2020 04:40,6.2137,6.2141,6.2128,6.2137
12/03/2020 04:50,6.2134,6.2146,6.2132,6.2135
12/03/2020 05:00,6.2135,6.2146,6.2117,6.2137
12/03/2020 05:10,6.2137,6.2145,6.2127,6.2135
12/03/2020 05:20,6.2135,6.2149,6.2097,6.2135
12/03/2020 05:30,6.2135,6.2142,6.2099,6.2136
12/03/2020 05:40,6.2136,6.2143,6.213,6.214
12/03/2020 05:50,6.214,6.2153,6.2116,6.2137
12/03/2020 06:00,6.2137,6.2145,6.2107,6.2141
12/03/2020 06:10,6.2141,6.2168,6.2135,6.2166
12/03/2020 06:20,6.2166,6.2169,6.2156,6.216
12/03/2020 06:30,6.2159,6.217,6.2129,6.2163
12/03/2020 06:40,6.2163,6.2165,6.2137,6.2144
12/03/2020 06:50,6.2144,6.2174,6.2139,6.2166
12/03/2020 07:00,6.2166,6.218,6.2157,6.2175
12/03/2020 07:10,6.2175,6.2185,6.2154,6.2162
12/03/2020 07:20,6.2162,6.2182,6.2156,6.2179
12/03/2020 07:30,6.2179,6.2185,6.2168,6.2175
12/03/2020 07:40,6.2175,6.2181,6.2168,6.2169
12/03/2020 07:50,6.2169,6.2182,6.2168,6.2176
12/03/2020 08:00,6.2176,6.2244,6.2172,6.224
12/03/2020 08:10,6.2241,6.2274,6.2235,6.2264
12/03/2020 08:20,6.2264,6.2372,6.2264,6.2289
12/03/2020 08:30,6.2289,6.2307,6.2274,6.2307
12/03/2020 08:40,6.2307,6.2326,6.2267,6.2313
12/03/2020 08:50,6.2313,6.2314,6.2203,6.2251
12/03/2020 09:00,6.2251,6.2251,6.2171,6.219
12/03/2020 09:10,6.219,6.2309,6.219,6.2309
12/03/2020 09:20,6.2309,6.2321,6.2262,6.2317
12/03/2020 09:30,6.2315,6.2354,6.2309,6.2347
12/03/2020 09:40,6.2347,6.2354,6.231,6.2345
12/03/2020 09:50,6.2345,6.2359,6.231,6.2349
12/03/2020 10:00,6.2349,6.2352,6.2272,6.2316
12/03/2020 10:10,6.2316,6.234,6.2287,6.2333
12/03/2020 10:20,6.2333,6.2363,6.233,6.2357
12/03/2020 10:30,6.2357,6.2397,6.235,6.2378
12/03/2020 10:40,6.2378,6.2425,6.2374,6.2383
12/03/2020 10:50,6.2383,6.2406,6.2382,6.2406
12/03/2020 11:00,6.2406,6.2419,6.2394,6.2411
12/03/2020 11:10,6.2411,6.245,6.239,6.2408
12/03/2020 11:20,6.2408,6.2408,6.2297,6.2321
12/03/2020 11:30,6.2321,6.2365,6.2321,6.2338
12/03/2020 11:40,6.2338,6.2386,6.2289,6.2295
12/03/2020 11:50,6.2295,6.2332,6.2283,6.2331
12/03/2020 12:00,6.2331,6.2361,6.2288,6.2292
12/03/2020 12:10,6.2292,6.2305,6.2256,6.2299
12/03/2020 12:20,6.2299,6.2344,6.2295,6.2315
12/03/2020 12:30,6.2315,6.2342,6.2309,6.2327
12/03/2020 12:40,6.2327,6.2343,6.232,6.2322
12/03/2020 12:50,6.2322,6.233,6.2292,6.231
12/03/2020 13:00,6.231,6.2362,6.2303,6.2355
12/03/2020 13:10,6.2355,6.2413,6.2351,6.2411
12/03/2020 13:20,6.2411,6.2421,6.2393,6.2414
12/03/2020 13:30,6.2414,6.2469,6.2412,6.2466
12/03/2020 13:40,6.2466,6.2467,6.2411,6.2462
12/03/2020 13:50,6.2462,6.2491,6.2441,6.248
12/03/2020 14:00,6.248,6.2536,6.2445,6.2522
12/03/2020 14:10,6.2522,6.2579,6.2509,6.2512
12/03/2020 14:20,6.2512,6.2536,6.2495,6.2515
12/03/2020 14:30,6.2515,6.2576,6.2514,6.256
12/03/2020 14:40,6.256,6.2604,6.2539,6.2576
12/03/2020 14:50,6.2576,6.2583,6.2503,6.2522
12/03/2020 15:00,6.2522,6.2583,6.2522,6.2581
12/03/2020 15:10,6.2581,6.2594,6.255,6.2594
12/03/2020 15:20,6.2594,6.2606,6.2576,6.2601
12/03/2020 15:30,6.2601,6.2697,6.2601,6.269
12/03/2020 15:40,6.269,6.2712,6.2674,6.2702
12/03/2020 15:50,6.2702,6.2746,6.2616,6.2743
12/03/2020 16:00,6.2744,6.2795,6.2735,6.2793
12/03/2020 16:10,6.2793,6.2855,6.2791,6.2818
12/03/2020 16:20,6.2818,6.2846,6.2804,6.2836
12/03/2020 16:30,6.2836,6.2949,6.2827,6.2941
12/03/2020 16:40,6.294,6.3023,6.2921,6.2968
12/03/2020 16:50,6.2968,6.3015,6.2963,6.298
12/03/2020 17:00,6.298,6.3033,6.2952,6.2981
12/03/2020 17:10,6.2981,6.2984,6.2838,6.2898
12/03/2020 17:20,6.2898,6.2912,6.2661,6.2807
12/03/2020 17:30,6.2807,6.2996,6.2806,6.2974
12/03/2020 17:40,6.2974,6.3051,6.2974,6.3049
12/03/2020 17:50,6.3049,6.3115,6.302,6.31
12/03/2020 18:00,6.31,6.3165,6.3087,6.3137
12/03/2020 18:10,6.3137,6.3146,6.307,6.3107
12/03/2020 18:20,6.3107,6.3112,6.3013,6.3075
12/03/2020 18:30,6.3075,6.309,6.2988,6.3056
12/03/2020 18:40,6.3056,6.3157,6.3055,6.3152
12/03/2020 18:50,6.3152,6.3153,6.2638,6.2684
12/03/2020 19:00,6.2684,6.2851,6.2573,6.258
12/03/2020 19:10,6.2648,6.2842,6.2645,6.2808
12/03/2020 19:20,6.2808,6.2858,6.2792,6.2833
12/03/2020 19:30,6.2833,6.2996,6.2833,6.2984
12/03/2020 19:40,6.2984,6.3047,6.2947,6.3027
12/03/2020 19:50,6.3027,6.3079,6.293,6.3063
12/03/2020 20:00,6.3062,6.3068,6.2943,6.2945
12/03/2020 20:10,6.2944,6.3013,6.2706,6.2852
12/03/2020 20:20,6.2852,6.292,6.2852,6.2912
12/03/2020 20:30,6.2912,6.2928,6.2898,6.2921
12/03/2020 20:40,6.2921,6.2939,6.2917,6.2935
12/03/2020 20:50,6.2938,6.2944,6.2905,6.2943
12/03/2020 21:00,6.2943,6.3024,6.2927,6.3013
12/03/2020 21:10,6.3013,6.3044,6.2981,6.3037
12/03/2020 21:20,6.3037,6.3067,6.3032,6.3067
12/03/2020 21:30,6.3067,6.3087,6.3019,6.3074
12/03/2020 21:40,6.3075,6.3087,6.3044,6.3073
12/03/2020 21:50,6.3073,6.3104,6.295,6.3103
12/03/2020 22:00,6.3103,6.3145,6.309,6.3142
12/03/2020 22:10,6.3142,6.3194,6.3127,6.3166
12/03/2020 22:20,6.3166,6.3172,6.3136,6.3167
12/03/2020 22:30,6.3166,6.3176,6.3162,6.317
12/03/2020 22:40,6.317,6.3192,6.3161,6.3168
12/03/2020 22:50,6.3168,6.3184,6.315,6.3169
